UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000013/2002,15322901000132002,,Divulgado,"Aquisicao de Produtos Utilizados na Agricultura (semente e quimico), semem bovino e bebedouro para animais.",,3000063071200299,Nacional,156,,,19/04/2002 08:00,"Rodovia 399, km 05 - Zona Rural/RO",,03/05/2002 09:00,,/licitacoes/id/licitacao/15322901000132002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000013/2003,15322901000132003,,Publicado,Aqusição de Veiculo Automotivo,,3000072230200327,Nacional,1,VANDERLEI KUIPERS,Presidente CPL,03/12/2003 08:00,Rodovia 399 Km 05 - Zona Rural/RO,,10/12/2003 10:00,03/12/2003,/licitacoes/id/licitacao/15322901000132003/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000013/2004,15322901000132004,,Divulgado,Aquisição de Equipamentos de Informática(ampliação ambiente corporativo),,3000072169200407,Nacional,6,,,24/08/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,01/09/2004 08:00,,/licitacoes/id/licitacao/15322901000132004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000013/2005,15322905000132005,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Equi pamentos audiovisual e de Informática,,3000062149200509,Nacional,10,MARIA ROSA SANTOS SILVA,Pregoeira,03/08/2005 08:00,"Rodovia 399, km 05 cx postal 47 - Zona Rural/RO",17/08/2005 09:00,03/08/2005 08:00,03/08/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000013/2006,15322905000132006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Com bustivel gasolina,,3000062195200681,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,03/05/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,15/05/2006 10:00,03/05/2006 08:00,02/05/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000013/2007,15322905000132007,Eletrônico,Publicado,Pregão Eletrônico Serviço elabo ração de projetos,,23000062142200741,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,31/05/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,13/06/2007 10:00,31/05/2007 08:00,31/05/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000013/2008,15322905000132008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mate rial de limpeza,,23000074195200895,Nacional,30,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,28/07/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,07/08/2008 10:00,28/07/2008 08:00,28/07/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000013/2009,15322905000132009,Eletrônico,Publicado,Pregão Eletrônico Aquisão de cochos sonfcionados com fenil e saleiros,,23000062186200932,Nacional,4,VANDERLEI KUIPERS,Pregoeiro,06/04/2009 08:00,IFR Campus de Colorado do Oeste Ro Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,17/04/2009 10:00,06/04/2009 08:00,06/04/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000014/1999,15322901000141999,,Divulgado,"Recuperação da entrada da Escola,  com drenagem e desassoreamento do rio.",,3000061677/99-97,Nacional,8,,,11/08/1999 08:00,"Rodovia 399, Km 05 - Zona rural/RO",,18/08/1999 14:00,,/licitacoes/id/licitacao/15322901000141999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000014/2000,15322901000142000,,Publicado,Vaca leiteira mestiça Holandês x Gir.,,3000061588200081,Nacional,1,JACKSON BEZERRA NUNES,Presidente da CEL,24/04/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,05/05/2000 14:00,24/04/2000,/licitacoes/id/licitacao/15322901000142000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000014/2001,15322901000142001,,Divulgado,Aquisição de Produtos de Uso Zootécnico e Agrícolas.,,3000063137200160,Nacional,41,,,21/08/2001 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,28/08/2001 08:00,,/licitacoes/id/licitacao/15322901000142001/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000014/2002,15322901000142002,,Divulgado,Aquisicao de tinta e toner para impressora e software.,,3000063085200211,Nacional,19,,,27/05/2002 08:00,"Rodovia 399, KM 05 - Zona Rural/RO",,07/06/2002 09:00,,/licitacoes/id/licitacao/15322901000142002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000014/2004,15322901000142004,,Divulgado,Contrução de Salas de Aula,,3000072174200410,Nacional,1,,,05/08/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,13/08/2004 08:00,,/licitacoes/id/licitacao/15322901000142004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000014/2005,15322905000142005,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de equi pamento industrial, purificador de água, bebe douros, cadeiras giratórias, audiovisual, infor mática e outros",,3000062204200552,Nacional,25,MARIA ROSA SANTOS SILVA,Pregoeira,08/09/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,20/09/2005 10:00,08/09/2005 08:00,06/09/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000014/2006,15322905000142006,Eletrônico,Publicado,Pregão Eletrônico Contratação de Em presa para prestação de serviço de seguro para alunos,,3000062239200672,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,12/06/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,23/06/2006 10:00,12/06/2006 08:00,09/06/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000014/2007,15322905000142007,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Produ tos alimenticios: açúcares, cereais, farináceos gorduras e derivados",,23000062272200783,Nacional,48,MARIA ROSA SANTOS SILVA,Pregoeira,26/06/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,09/07/2007 10:00,26/06/2007 08:00,26/06/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000014/2008,15322905000142008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mate rial elétrico,,23000074207200881,Nacional,57,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,05/08/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,15/08/2008 10:00,05/08/2008 08:00,05/08/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000014/2009,15322905000142009,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de cocho s,fenil e saleiros",,23000062186200932,Nacional,4,VANDERLEI KUIPERS,Pregoeiro,27/04/2009 08:00,Instututo Federal de Rondonia Rood 399 Km 05 Caixa postal 51 - Zona Rural/RO,08/05/2009 10:00,27/04/2009 08:00,27/04/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000015/1999,15322901000151999,,Divulgado,Aquisição de produtos agropecuários.,,3000061749/99-04,Nacional,25,,,31/08/1999 08:00,"Rodovia 399, Km 05. - Zona Rural/RO",,09/09/1999 08:00,,/licitacoes/id/licitacao/15322901000151999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000015/2000,15322901000152000,,Divulgado,Aquisição de material de limpeza e gêneros alimentícios.,,3000061623200062,Nacional,56,,,08/06/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,16/06/2000 14:00,,/licitacoes/id/licitacao/15322901000152000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000015/2001,15322901000152001,,Divulgado,Aquisição de Material Permanente,,3000063208200124,Nacional,14,,,11/12/2001 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,19/12/2001 08:00,,/licitacoes/id/licitacao/15322901000152001/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000015/2002,15322901000152002,,Divulgado,"Aquisição de Gêneros Alimentícios, materiais de limpeza e utensílios.",,3000063084200268,Nacional,27,,,12/06/2002 08:00,Rod 399 km 05 - Cx postal 47 - Zona Rural/RO,,21/06/2002 09:00,,/licitacoes/id/licitacao/15322901000152002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000015/2004,15322901000152004,,Divulgado,Aquisição e Instalação de Rede Digital de Telefonia,,3000072177200445,Nacional,6,,,15/09/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,23/09/2004 08:00,,/licitacoes/id/licitacao/15322901000152004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000015/2005,15322905000152005,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de bom bas submersa, moto bombas, tubos em PVC e ser viços para manutenção de poços artesianos",,3000062201200519,Nacional,6,MARIA ROSA SANTOS SILVA,Pregoeira,01/09/2005 08:00,"Rodovia 399, km 05, cx postal 47 - Zona Rural/RO",14/09/2005 10:00,01/09/2005 08:00,31/08/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000015/2006,15322905000152006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de car teiras universitárias, mobiliários, nobreaks e microcomputadores.",,3000062241200641,Nacional,15,MARIA ROSA SANTOS SILVA,Pregoeira,20/06/2006 08:00,"Rodovia 399, km 05 cx postal 47 - Zona Rural/RO",30/06/2006 10:00,20/06/2006 08:00,20/06/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000015/2007,15322905000152007,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de condi mentos, temperos, corantes, e conservantes",,23000062275200717,Nacional,46,MARIA ROSA SANTOS SILVA,Pregoeira,05/07/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,17/07/2007 10:00,05/07/2007 08:00,05/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000015/2008,15322905000152008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ial de Construção,,23000074265200813,Nacional,76,VANDERLEI KUIPERS,Pregoeiro,11/08/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Caixa Postal 51 - Zona Rural/RO,21/08/2008 10:00,11/08/2008 08:00,11/08/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000015/2009,15322905000152009,Eletrônico,Publicado,Pregão Eletrônico Aquisição e montag em de prateleiras e estrados para câmara fria,,23000062243200983,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,07/05/2009 08:00,Rod 399 km 05 - Zona rural/RO,19/05/2009 10:00,07/05/2009 08:00,07/05/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000016/1999,15322901000161999,,Divulgado,Aquisição de material de expediente.,,3000061738/99-80,Nacional,51,,,31/08/1999 08:00,Rod. 399 km 05 - Zona rural/RO,,10/09/1999 14:00,,/licitacoes/id/licitacao/15322901000161999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000016/2000,15322901000162000,,Divulgado,Aquisição de material permanente.,,3000061525200025,Nacional,7,,,26/06/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,04/07/2000 14:00,,/licitacoes/id/licitacao/15322901000162000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000016/2004,15322901000162004,,Divulgado,Serviço de Manutenção e Reforma da Resi dencia Funcional,,3000072188200425,Nacional,1,,,15/09/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,24/09/2004 08:00,,/licitacoes/id/licitacao/15322901000162004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000016/2005,15322905000162005,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Equi pamentos Audiovisual e de Informática,,3000062221200590,Nacional,4,MARIA ROSA SANTOS SILVA,Pregoeira,06/10/2005 08:00,"Rodovia 399, km 05 cx postal 47 - Zona Rural/RO",19/10/2005 10:00,06/10/2005 08:00,06/10/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000016/2006,15322905000162006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Con centrados e rações,,3000062251200687,Nacional,25,MARIA ROSA SANTOS SILVA,Pregoeira,27/06/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,07/07/2006 10:00,27/06/2006 08:00,26/06/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000016/2007,15322905000162007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Frios e Outros,,23000062274200772,Nacional,21,VANDERLEI KUIPERS,Pregoeiro,04/07/2007 08:00,Escola Agrotecnica Federal de Colora do do Oeste Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,16/07/2007 10:00,04/07/2007 08:00,03/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000016/2008,15322905000162008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Pão Francês,,23000074280200853,Nacional,1,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,08/08/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,21/08/2008 10:00,08/08/2008 08:00,08/08/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000016/2009,15322905000162009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de frang as de postura,,23000062232200901,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,07/05/2009 08:00,Rod 399 km 05 - Zona rural/RO,19/05/2009 10:00,07/05/2009 08:00,07/05/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000017/1999,15322901000171999,,Divulgado,Aquisição de Gêneros Alimentícios e Material de Limpeza.,,3000061756/99-61,Nacional,38,,,02/09/1999 08:00,"Rodovia 399, KM 05. - Zona Rural/RO",,13/09/1999 08:00,,/licitacoes/id/licitacao/15322901000171999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000017/2000,15322901000172000,,Publicado,Aquisição de mobiliário e utensílios.,,3000061680200041,Nacional,5,JACKSON BEZERRA NUNES,Presidente da CEL,20/09/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,02/10/2000 08:00,20/09/2000,/licitacoes/id/licitacao/15322901000172000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000017/2002,15322901000172002,,Publicado,Aquisição de equipamentos de informátic a,,3000006172200262,Nacional,6,JACKSON BEZERRA NUNES,Presidente da CEL,11/11/2002 08:00,"Rodovia 399, km 05 - Zonz Rural/RO",,20/11/2002 08:00,11/11/2002,/licitacoes/id/licitacao/15322901000172002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000017/2004,15322901000172004,,Divulgado,Serviço de poda e eliminação de tecas,,3000072221200417,Nacional,1,,,28/10/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,08/11/2004 08:00,,/licitacoes/id/licitacao/15322901000172004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000017/2005,15322905000172005,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Equi pamento industrial para agroindustria,,3000062225200578,Nacional,26,MARIA ROSA SANTOS SILVA,Pregoeira,26/10/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,09/11/2005 10:00,26/10/2005 08:00,25/10/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000017/2006,15322905000172006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Equi pamentos oara Laboratório de Solos,,3000062268200634,Internacional,18,MARIA ROSA SANTOS SILVA,Pregoeira,28/07/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,14/08/2006 10:00,28/07/2006 08:00,28/07/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000017/2007,15322905000172007,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Gêne ros Alimentícios: Conservas, doces, compotas,ge léias, frutas secas e bebidas",,23000062279200703,Nacional,43,MARIA ROSA SANTOS SILVA,Pregoeira,06/07/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,19/07/2007 10:00,06/07/2007 08:00,06/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000017/2008,15322905000172008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mate rial permanente de cozinha (caldeirão á gás/va por,,23000074197200884,Nacional,2,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,11/08/2008 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,22/08/2008 10:00,11/08/2008 08:00,11/08/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000017/2009,15322905000172009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Gêner os Alimentícios,,23000062280200991,Nacional,25,RENATO MARCOS SANDI SILVA,Pregoeiro,05/06/2009 08:00,Rod 399 Km 05 - Zona rural/RO,19/06/2009 10:00,05/06/2009 08:00,05/06/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000018/1999,15322901000181999,,Divulgado,Aquisição de Pneus e Peças para  Manutenção de veículos.,,3000061739/99-42,Nacional,47,,,08/09/1999 08:00,"Rodovia 399, Km 05. - zona Rural/RO",,16/09/1999 08:00,,/licitacoes/id/licitacao/15322901000181999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000018/2000,15322901000182000,,Divulgado,Aqisição de gêneros alimentícios e material de limpeza.,,3000061688200016,Nacional,58,,,24/07/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,02/08/2000 08:00,,/licitacoes/id/licitacao/15322901000182000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000018/2002,15322901000182002,,Publicado,Contratação de empresa especializada pa ra a execução de serviços de engenharia destina dos à instalação elétrica para agroindústria.,"Valor do Edital R$ 30,00",3000006171200218,Nacional,2,JACKSON BEZERRA NUNES,Presidente da CEL,22/11/2002 08:00,"Rodovia 399, km 05 - Zona Rural/RO",,29/11/2002 08:00,20/11/2002,/licitacoes/id/licitacao/15322901000182002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000018/2004,15322901000182004,,Divulgado,Construção de Sala de Aula,,3000072238200474,Nacional,1,,,28/10/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,08/11/2004 14:00,,/licitacoes/id/licitacao/15322901000182004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000018/2005,15322905000182005,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Equi pamentos Audiovisual e de Informática,,3000062244200502,Nacional,7,MARIA ROSA SANTOS SILVA,Pregoeira,28/10/2005 08:00,"Rodovia 399, km 05 cx postal 47 - Zona Rural/RO",17/11/2005 10:00,28/10/2005 08:00,28/10/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000018/2006,15322905000182006,Eletrônico,Publicado,Pregão Eletrônico Contratação de Em presa especializada para prestação de serviço de seguro escolar para alunos da Escola Agro tecnica Federal de Colorado do Oeste-RO,,300062239200672,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,17/07/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,27/07/2006 10:00,17/07/2006 08:00,14/07/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000018/2007,15322905000182007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Gêne ros alimenticios:Frutas e verduras,,23000062278200751,Nacional,66,MARIA ROSA SANTOS SILVA,Pregoeira,16/07/2007 08:00,Rodovia 300 km 05 cx postal 51 - Zona Rural/RO,01/08/2007 10:00,16/07/2007 08:00,16/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000018/2008,15322905000182008,Eletrônico,Publicado,Pregão Eletrônico Confecção e Insta lação de tubulação de aço na Agroindústria,,23000074191200815,Nacional,1,MARIA ROSA SANTOS SILVA BRAGA,Pregoeira,11/08/2008 08:00,Rodovia 399 km 05 cx postal 51 - Aona Rural/RO,25/08/2008 10:00,11/08/2008 08:00,11/08/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000018/2009,15322905000182009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial Esportivo.,,23000062286200969,Nacional,18,RENATO MARCOS SANDI SILVA,Pregoeiro,05/06/2009 08:00,Rod. 399 km 05 - Zona rural/RO,23/06/2009 10:00,05/06/2009 08:00,05/06/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000019/1999,15322901000191999,,Divulgado,"Construção do Laboratório de Informática, Convênio MEC/SEMTEC/EAF.",,3000061734/99-29,Nacional,1,,,24/09/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,05/10/1999 08:00,,/licitacoes/id/licitacao/15322901000191999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000019/2000,15322901000192000,,Divulgado,Aquisição de produtos de uso Zootécnicos e Agrícolas.,,3000061693200011,Nacional,90,,,04/08/2000 08:00,Rod 399 km 05 - Zona Rural/RO,,22/08/2000 14:00,,/licitacoes/id/licitacao/15322901000192000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000019/2002,15322901000192002,,Divulgado,Contrataçao de Serviço de Telecomunicaçao: Interligaçao ao backbone da INTERNET.,,3000063121200238,Nacional,1,,,09/08/2002 08:00,Rod 399 Km 05 - Zona Rural/RO,,23/08/2002 09:00,,/licitacoes/id/licitacao/15322901000192002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000019/2004,15322901000192004,,Divulgado,Reforma do setor de Zootecnia III e Construção de Abrigos,,3000072228200439,Nacional,1,,,29/11/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,06/12/2004 08:00,,/licitacoes/id/licitacao/15322901000192004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000019/2005,15322905000192005,Eletrônico,Publicado,Pregão Eletrônico Contratação de Em presa especializada para elaboração e realiza ção de concurso público.,,3000062301200545,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,18/11/2005 08:00,"Rodovia 399, km 05 cx postal 47 - Zona Rural/RO",30/11/2005 10:00,18/11/2005 08:00,17/11/2005
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000019/2006,15322905000192006,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Tin tas e toner,,3000062289200650,Nacional,29,MARIA ROSA SANTOS SILVA,Pregoeira,20/07/2006 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,01/08/2006 10:00,20/07/2006 08:00,20/07/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000019/2007,15322905000192007,Eletrônico,Publicado,Pregão Eletrônico Aqusição Material de Construção,,23000062277200714,Nacional,110,VANDERLEI KUIPERS,Pregoeiro,12/07/2007 08:00,Rodovia 399 Km 05 Caixa postal51 - Zona Rural/RO,25/07/2007 10:00,12/07/2007 08:00,11/07/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000019/2008,15322905000192008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Reage ntes Quimicos,,23000074282200842,Nacional,209,VANDERLEI KUIPERS,Pregoeiro,14/08/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Cx Postal 51 - Zona Rural/RO,29/08/2008 10:00,14/08/2008 08:00,14/08/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000019/2009,15322905000192009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial de Informática,,23000062288200958,Nacional,47,RENATO MARCOS SANDI SILVA,Pregoeiro,08/06/2009 08:00,Rod 399 km 05 - Zona Rural/RO,24/06/2009 10:00,08/06/2009 08:00,08/06/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000020/1999,15322901000201999,,Divulgado,Equipamentos para Laboratório de Informática.,,3000061752/99-19,Nacional,6,,,13/10/1999 08:00,Rod.399 Km 05 - Zona Rural/RO,,20/10/1999 08:00,,/licitacoes/id/licitacao/15322901000201999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000020/2000,15322901000202000,,Divulgado,Aquisição de Milho em Grãos.,,3000061696200054,Nacional,1,,,08/08/2000 08:00,Rod. 399 km 05 - Zona Rural/RO,,23/08/2000 14:00,,/licitacoes/id/licitacao/15322901000202000/itens
